BARANGAY,YEAR,MONTH,Cases,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION,RH,TAVG
SABANG,2012,9,3,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SABANG,2013,9,8,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SABANG,2014,9,3,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SABANG,2015,9,8,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SABANG,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SABANG,2017,9,2,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SABANG,2018,9,2,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SABANG,2019,9,25,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SABANG,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SABANG,2021,9,1,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SABANG,2022,9,1,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SABANG,2023,9,1,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAINT PETER I,2010,9,0,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAINT PETER I,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAINT PETER I,2012,9,0,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAINT PETER I,2013,9,1,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAINT PETER I,2014,9,0,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAINT PETER I,2015,9,4,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAINT PETER I,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAINT PETER I,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAINT PETER I,2018,9,0,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAINT PETER I,2019,9,4,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAINT PETER I,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAINT PETER I,2021,9,1,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAINT PETER I,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAINT PETER II,2010,9,0,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAINT PETER II,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAINT PETER II,2013,9,0,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAINT PETER II,2015,9,6,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAINT PETER II,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAINT PETER II,2017,9,1,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAINT PETER II,2018,9,0,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAINT PETER II,2019,9,8,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAINT PETER II,2022,9,2,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAINT PETER II,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SALAWAG,2010,9,9,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SALAWAG,2011,9,4,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SALAWAG,2012,9,19,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SALAWAG,2013,9,6,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SALAWAG,2014,9,19,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SALAWAG,2015,9,30,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SALAWAG,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SALAWAG,2017,9,16,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SALAWAG,2018,9,5,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SALAWAG,2019,9,61,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SALAWAG,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SALAWAG,2021,9,1,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SALAWAG,2022,9,3,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SALAWAG,2023,9,10,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SALITRAN I,2010,9,1,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SALITRAN I,2011,9,5,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SALITRAN I,2012,9,6,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SALITRAN I,2013,9,3,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SALITRAN I,2014,9,6,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SALITRAN I,2015,9,15,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SALITRAN I,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SALITRAN I,2017,9,3,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SALITRAN I,2018,9,5,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SALITRAN I,2019,9,14,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SALITRAN I,2020,9,1,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SALITRAN I,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SALITRAN I,2022,9,2,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SALITRAN I,2023,9,2,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SALITRAN II,2010,9,5,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SALITRAN II,2011,9,5,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SALITRAN II,2012,9,5,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SALITRAN II,2013,9,1,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SALITRAN II,2014,9,5,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SALITRAN II,2015,9,15,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SALITRAN II,2016,9,2,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SALITRAN II,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SALITRAN II,2018,9,4,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SALITRAN II,2019,9,22,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SALITRAN II,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SALITRAN II,2021,9,1,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SALITRAN II,2022,9,3,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SALITRAN II,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SALITRAN III,2010,9,6,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SALITRAN III,2011,9,1,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SALITRAN III,2012,9,4,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SALITRAN III,2013,9,13,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SALITRAN III,2014,9,4,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SALITRAN III,2015,9,20,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SALITRAN III,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SALITRAN III,2017,9,2,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SALITRAN III,2018,9,1,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SALITRAN III,2019,9,20,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SALITRAN III,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SALITRAN III,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SALITRAN III,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SALITRAN III,2023,9,1,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SALITRAN IV,2010,9,1,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SALITRAN IV,2011,9,2,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SALITRAN IV,2012,9,7,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SALITRAN IV,2013,9,1,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SALITRAN IV,2014,9,7,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SALITRAN IV,2015,9,16,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SALITRAN IV,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SALITRAN IV,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SALITRAN IV,2018,9,2,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SALITRAN IV,2019,9,22,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SALITRAN IV,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SALITRAN IV,2021,9,1,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SALITRAN IV,2022,9,2,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SALITRAN IV,2023,9,1,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAMPALOC I,2010,9,5,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAMPALOC I,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAMPALOC I,2012,9,0,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAMPALOC I,2013,9,3,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAMPALOC I,2014,9,0,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAMPALOC I,2015,9,9,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAMPALOC I,2016,9,2,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAMPALOC I,2017,9,2,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAMPALOC I,2018,9,1,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAMPALOC I,2019,9,19,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAMPALOC I,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAMPALOC I,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAMPALOC I,2022,9,1,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAMPALOC I,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAMPALOC II,2010,9,5,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAMPALOC II,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAMPALOC II,2012,9,2,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAMPALOC II,2013,9,0,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAMPALOC II,2014,9,2,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAMPALOC II,2015,9,15,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAMPALOC II,2016,9,2,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAMPALOC II,2017,9,1,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAMPALOC II,2018,9,5,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAMPALOC II,2019,9,16,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAMPALOC II,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAMPALOC II,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAMPALOC II,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAMPALOC II,2023,9,2,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAMPALOC III,2010,9,1,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAMPALOC III,2011,9,1,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAMPALOC III,2012,9,3,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAMPALOC III,2013,9,2,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAMPALOC III,2014,9,3,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAMPALOC III,2015,9,9,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAMPALOC III,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAMPALOC III,2017,9,1,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAMPALOC III,2018,9,3,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAMPALOC III,2019,9,21,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAMPALOC III,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAMPALOC III,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAMPALOC III,2022,9,1,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAMPALOC III,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAMPALOC IV,2010,9,6,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAMPALOC IV,2011,9,8,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAMPALOC IV,2012,9,6,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAMPALOC IV,2013,9,10,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAMPALOC IV,2014,9,6,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAMPALOC IV,2015,9,30,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAMPALOC IV,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAMPALOC IV,2017,9,2,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAMPALOC IV,2018,9,6,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAMPALOC IV,2019,9,69,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAMPALOC IV,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAMPALOC IV,2021,9,1,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAMPALOC IV,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAMPALOC IV,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAMPALOC V,2010,9,0,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAMPALOC V,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAMPALOC V,2012,9,1,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAMPALOC V,2013,9,0,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAMPALOC V,2014,9,1,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAMPALOC V,2015,9,3,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAMPALOC V,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAMPALOC V,2018,9,0,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAMPALOC V,2019,9,1,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAMPALOC V,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN AGUSTIN I,2010,9,2,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN AGUSTIN I,2011,9,1,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN AGUSTIN I,2012,9,1,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN AGUSTIN I,2013,9,13,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN AGUSTIN I,2014,9,1,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN AGUSTIN I,2015,9,8,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN AGUSTIN I,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN AGUSTIN I,2017,9,1,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN AGUSTIN I,2018,9,0,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN AGUSTIN I,2019,9,10,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN AGUSTIN I,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN AGUSTIN I,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN AGUSTIN I,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN AGUSTIN I,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN AGUSTIN II,2010,9,17,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN AGUSTIN II,2011,9,1,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN AGUSTIN II,2012,9,11,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN AGUSTIN II,2013,9,1,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN AGUSTIN II,2014,9,11,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN AGUSTIN II,2015,9,12,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN AGUSTIN II,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN AGUSTIN II,2017,9,6,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN AGUSTIN II,2018,9,1,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN AGUSTIN II,2019,9,14,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN AGUSTIN II,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN AGUSTIN II,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN AGUSTIN II,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN AGUSTIN II,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN AGUSTIN III,2010,9,8,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN AGUSTIN III,2011,9,4,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN AGUSTIN III,2012,9,9,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN AGUSTIN III,2013,9,3,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN AGUSTIN III,2014,9,9,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN AGUSTIN III,2015,9,8,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN AGUSTIN III,2016,9,2,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN AGUSTIN III,2017,9,1,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN AGUSTIN III,2018,9,1,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN AGUSTIN III,2019,9,15,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN AGUSTIN III,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN AGUSTIN III,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN AGUSTIN III,2022,9,1,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN AGUSTIN III,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN ANDRES I,2010,9,1,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN ANDRES I,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN ANDRES I,2012,9,0,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN ANDRES I,2013,9,0,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN ANDRES I,2014,9,0,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN ANDRES I,2015,9,2,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN ANDRES I,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN ANDRES I,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN ANDRES I,2018,9,1,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN ANDRES I,2019,9,4,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN ANDRES I,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN ANDRES I,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN ANDRES I,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN ANDRES I,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN ANDRES II,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN ANDRES II,2012,9,0,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN ANDRES II,2014,9,0,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN ANDRES II,2015,9,3,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN ANDRES II,2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN ANDRES II,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN ANDRES II,2018,9,0,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN ANDRES II,2019,9,11,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN ANDRES II,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN ANDRES II,2021,9,1,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN ANDRES II,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN ANDRES II,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN ANTONIO DE PADUA I,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN ANTONIO DE PADUA I,2012,9,4,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN ANTONIO DE PADUA I,2013,9,0,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN ANTONIO DE PADUA I,2014,9,4,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN ANTONIO DE PADUA I,2015,9,9,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN ANTONIO DE PADUA I,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN ANTONIO DE PADUA I,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN ANTONIO DE PADUA I,2018,9,3,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN ANTONIO DE PADUA I,2019,9,8,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN ANTONIO DE PADUA I,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN ANTONIO DE PADUA I,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN ANTONIO DE PADUA I,2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN ANTONIO DE PADUA I,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN ANTONIO DE PADUA II,2010,9,0,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN ANTONIO DE PADUA II,2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN ANTONIO DE PADUA II,2012,9,3,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN ANTONIO DE PADUA II,2013,9,0,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN ANTONIO DE PADUA II,2014,9,3,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN ANTONIO DE PADUA II,2015,9,1,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN ANTONIO DE PADUA II,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN ANTONIO DE PADUA II,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN ANTONIO DE PADUA II,2018,9,0,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN ANTONIO DE PADUA II,2019,9,6,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN ANTONIO DE PADUA II,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN ANTONIO DE PADUA II,2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN ANTONIO DE PADUA II,2022,9,1,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN ANTONIO DE PADUA II,2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN DIONISIO (BARANGAY I),2010,9,1,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN DIONISIO (BARANGAY I),2011,9,1,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN DIONISIO (BARANGAY I),2012,9,0,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN DIONISIO (BARANGAY I),2013,9,1,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN DIONISIO (BARANGAY I),2014,9,0,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN DIONISIO (BARANGAY I),2015,9,6,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN DIONISIO (BARANGAY I),2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN DIONISIO (BARANGAY I),2017,9,1,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN DIONISIO (BARANGAY I),2018,9,1,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN DIONISIO (BARANGAY I),2019,9,21,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN DIONISIO (BARANGAY I),2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN DIONISIO (BARANGAY I),2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN DIONISIO (BARANGAY I),2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN ESTEBAN (BARANGAY IV),2010,9,2,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN ESTEBAN (BARANGAY IV),2011,9,0,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN ESTEBAN (BARANGAY IV),2012,9,1,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN ESTEBAN (BARANGAY IV),2013,9,1,977.2,30.5,25.5,2.0,270.0,88.0,28.0
SAN ESTEBAN (BARANGAY IV),2014,9,1,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN ESTEBAN (BARANGAY IV),2015,9,2,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN ESTEBAN (BARANGAY IV),2016,9,0,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN ESTEBAN (BARANGAY IV),2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN ESTEBAN (BARANGAY IV),2018,9,4,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN ESTEBAN (BARANGAY IV),2019,9,3,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN ESTEBAN (BARANGAY IV),2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
SAN ESTEBAN (BARANGAY IV),2021,9,0,236.0,32.2,26.5,2.0,320.0,79.0,29.35
SAN ESTEBAN (BARANGAY IV),2022,9,0,400.4,31.3,25.9,3.0,220.0,82.0,28.6
SAN ESTEBAN (BARANGAY IV),2023,9,0,315.3,32.3,26.8,3.0,220.0,81.0,29.55
SAN FRANCISCO I,2010,9,0,291.8,32.5,26.7,2.0,270.0,81.0,29.6
SAN FRANCISCO I,2011,9,1,423.1,31.1,25.9,3.0,270.0,85.0,28.5
SAN FRANCISCO I,2012,9,1,591.5,31.5,25.8,2.0,270.0,86.0,28.65
SAN FRANCISCO I,2014,9,1,460.3,31.7,26.2,2.0,270.0,84.0,28.95
SAN FRANCISCO I,2015,9,3,359.2,32.9,26.6,3.0,220.0,82.0,29.75
SAN FRANCISCO I,2016,9,1,145.3,32.3,26.8,3.0,220.0,82.0,29.55
SAN FRANCISCO I,2017,9,0,382.7,32.3,27.1,3.0,340.0,82.0,29.7
SAN FRANCISCO I,2018,9,0,194.7,31.8,26.5,3.0,220.0,82.0,29.15
SAN FRANCISCO I,2019,9,8,330.1,31.7,25.9,3.0,220.0,81.0,28.8
SAN FRANCISCO I,2020,9,0,130.9,33.7,26.9,2.0,320.0,77.0,30.3
