BARANGAY,YEAR,MONTH,Cases,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION,RH,TAVG
SAN NICOLAS II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN NICOLAS II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN NICOLAS II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN NICOLAS II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN NICOLAS II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SAN ROQUE (STA. CRISTINA II),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN ROQUE (STA. CRISTINA II),2012,5,2,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN ROQUE (STA. CRISTINA II),2014,5,2,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN ROQUE (STA. CRISTINA II),2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN ROQUE (STA. CRISTINA II),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN ROQUE (STA. CRISTINA II),2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN ROQUE (STA. CRISTINA II),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN ROQUE (STA. CRISTINA II),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN ROQUE (STA. CRISTINA II),2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN SIMON (BARANGAY 7),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SAN SIMON (BARANGAY 7),2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SAN SIMON (BARANGAY 7),2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SAN SIMON (BARANGAY 7),2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SAN SIMON (BARANGAY 7),2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SAN SIMON (BARANGAY 7),2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SAN SIMON (BARANGAY 7),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SAN SIMON (BARANGAY 7),2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SAN SIMON (BARANGAY 7),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SAN SIMON (BARANGAY 7),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SAN SIMON (BARANGAY 7),2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SAN SIMON (BARANGAY 7),2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SAN SIMON (BARANGAY 7),2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SAN SIMON (BARANGAY 7),2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTA CRISTINA I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTA CRISTINA I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTA CRISTINA I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTA CRISTINA I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTA CRISTINA I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTA CRISTINA I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTA CRISTINA I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTA CRISTINA I,2017,5,1,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTA CRISTINA I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTA CRISTINA I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTA CRISTINA I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTA CRISTINA I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTA CRISTINA I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTA CRISTINA II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTA CRISTINA II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTA CRISTINA II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTA CRISTINA II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTA CRISTINA II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTA CRISTINA II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTA CRISTINA II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTA CRISTINA II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTA CRISTINA II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTA CRISTINA II,2019,5,1,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTA CRISTINA II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTA CRISTINA II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTA CRISTINA II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTA CRUZ I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTA CRUZ I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTA CRUZ I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTA CRUZ I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTA CRUZ I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTA CRUZ I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTA CRUZ I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTA CRUZ I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTA CRUZ I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTA CRUZ I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTA CRUZ I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTA CRUZ I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTA CRUZ I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTA CRUZ II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTA CRUZ II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTA CRUZ II,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTA CRUZ II,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTA CRUZ II,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTA CRUZ II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTA CRUZ II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTA CRUZ II,2017,5,1,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTA CRUZ II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTA CRUZ II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTA CRUZ II,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTA CRUZ II,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTA CRUZ II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTA FE,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTA FE,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTA FE,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTA FE,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTA FE,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTA FE,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTA FE,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTA FE,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTA FE,2018,5,1,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTA FE,2019,5,1,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTA FE,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTA FE,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTA FE,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTA LUCIA (SAN JUAN II),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTA LUCIA (SAN JUAN II),2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTA LUCIA (SAN JUAN II),2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTA LUCIA (SAN JUAN II),2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTA LUCIA (SAN JUAN II),2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTA LUCIA (SAN JUAN II),2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTA LUCIA (SAN JUAN II),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTA LUCIA (SAN JUAN II),2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTA LUCIA (SAN JUAN II),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTA LUCIA (SAN JUAN II),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTA LUCIA (SAN JUAN II),2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTA LUCIA (SAN JUAN II),2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTA LUCIA (SAN JUAN II),2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTA LUCIA (SAN JUAN II),2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTA MARIA (BARANGAY 20),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTA MARIA (BARANGAY 20),2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTA MARIA (BARANGAY 20),2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTA MARIA (BARANGAY 20),2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTA MARIA (BARANGAY 20),2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTA MARIA (BARANGAY 20),2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTA MARIA (BARANGAY 20),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTA MARIA (BARANGAY 20),2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTA MARIA (BARANGAY 20),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTA MARIA (BARANGAY 20),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTA MARIA (BARANGAY 20),2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTA MARIA (BARANGAY 20),2021,5,1,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTA MARIA (BARANGAY 20),2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTA MARIA (BARANGAY 20),2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTO CRISTO (BARANGAY III),2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTO CRISTO (BARANGAY III),2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTO CRISTO (BARANGAY III),2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTO CRISTO (BARANGAY III),2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTO CRISTO (BARANGAY III),2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTO CRISTO (BARANGAY III),2015,5,1,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTO CRISTO (BARANGAY III),2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTO CRISTO (BARANGAY III),2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTO CRISTO (BARANGAY III),2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTO CRISTO (BARANGAY III),2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTO CRISTO (BARANGAY III),2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTO CRISTO (BARANGAY III),2021,5,1,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTO CRISTO (BARANGAY III),2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTO CRISTO (BARANGAY III),2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTO NIÑO I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTO NIÑO I,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTO NIÑO I,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTO NIÑO I,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
SANTO NIÑO I,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTO NIÑO I,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTO NIÑO I,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTO NIÑO I,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTO NIÑO I,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTO NIÑO I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTO NIÑO I,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTO NIÑO I,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
SANTO NIÑO I,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
SANTO NIÑO I,2023,5,1,134.6,34.4,27.7,4.0,220.0,72.0,31.05
SANTO NIÑO II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
SANTO NIÑO II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
SANTO NIÑO II,2012,5,1,294.3,34.5,27.5,3.0,270.0,77.0,31.0
SANTO NIÑO II,2014,5,1,84.5,36.3,28.3,3.0,140.0,72.0,32.3
SANTO NIÑO II,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
SANTO NIÑO II,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
SANTO NIÑO II,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
SANTO NIÑO II,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
SANTO NIÑO II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
SANTO NIÑO II,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
SANTO NIÑO II,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
VICTORIA REYES,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
VICTORIA REYES,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
VICTORIA REYES,2012,5,0,294.3,34.5,27.5,3.0,270.0,77.0,31.0
VICTORIA REYES,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
VICTORIA REYES,2014,5,0,84.5,36.3,28.3,3.0,140.0,72.0,32.3
VICTORIA REYES,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
VICTORIA REYES,2016,5,1,93.4,34.8,28.3,3.0,90.0,73.0,31.55
VICTORIA REYES,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
VICTORIA REYES,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
VICTORIA REYES,2019,5,1,61.9,34.5,27.6,3.0,220.0,74.0,31.05
VICTORIA REYES,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
VICTORIA REYES,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
VICTORIA REYES,2022,5,1,232.2,34.1,27.1,3.0,90.0,75.0,30.6
VICTORIA REYES,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
ZONE I,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
ZONE I,2011,5,1,251.7,34.3,27.1,3.0,140.0,76.0,30.7
ZONE I,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
ZONE I-B,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
ZONE I-B,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
ZONE I-B,2012,5,1,294.3,34.5,27.5,3.0,270.0,77.0,31.0
ZONE I-B,2013,5,1,47.4,35.0,28.0,3.0,140.0,75.0,31.5
ZONE I-B,2014,5,1,84.5,36.3,28.3,3.0,140.0,72.0,32.3
ZONE I-B,2015,5,1,10.2,35.3,28.0,3.0,220.0,74.0,31.65
ZONE I-B,2016,5,0,93.4,34.8,28.3,3.0,90.0,73.0,31.55
ZONE I-B,2017,5,0,186.4,34.4,28.3,3.0,90.0,75.0,31.35
ZONE I-B,2018,5,0,20.0,35.5,28.5,3.0,90.0,69.0,32.0
ZONE I-B,2019,5,3,61.9,34.5,27.6,3.0,220.0,74.0,31.05
ZONE I-B,2020,5,0,190.2,34.9,27.8,2.0,90.0,75.0,31.35
ZONE I-B,2021,5,0,0.2,35.6,28.2,3.0,90.0,70.0,31.9
ZONE I-B,2022,5,0,232.2,34.1,27.1,3.0,90.0,75.0,30.6
ZONE I-B,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
ZONE II,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
ZONE II,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
ZONE II,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
ZONE III,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
ZONE III,2011,5,2,251.7,34.3,27.1,3.0,140.0,76.0,30.7
ZONE III,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
ZONE III,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
ZONE IV,2010,5,0,36.8,34.89230769230769,27.876923076923077,4.0,110.0,73.61538461538461,31.38461538461539
ZONE IV,2011,5,0,251.7,34.3,27.1,3.0,140.0,76.0,30.7
ZONE IV,2013,5,0,47.4,35.0,28.0,3.0,140.0,75.0,31.5
ZONE IV,2015,5,0,10.2,35.3,28.0,3.0,220.0,74.0,31.65
ZONE IV,2019,5,0,61.9,34.5,27.6,3.0,220.0,74.0,31.05
ZONE IV,2023,5,0,134.6,34.4,27.7,4.0,220.0,72.0,31.05
BUROL,2010,6,0,151.2,33.31538461538462,27.09230769230769,3.0,180.0,78.53846153846153,30.20384615384616
BUROL,2011,6,1,744.5,32.0,26.4,3.0,140.0,83.0,29.2
BUROL,2012,6,0,232.0,32.2,26.7,3.0,270.0,81.0,29.450000000000003
BUROL,2013,6,0,290.9,34.1,27.1,2.0,140.0,80.0,30.6
BUROL,2014,6,0,321.4,33.2,27.0,2.0,270.0,80.0,30.1
BUROL,2015,6,0,166.8,34.6,27.7,3.0,110.0,77.0,31.15
BUROL,2016,6,1,182.2,33.4,27.5,3.0,220.0,79.0,30.45
BUROL,2017,6,2,105.1,33.6,27.7,3.0,220.0,79.0,30.65
BUROL,2018,6,1,723.0,31.6,26.5,3.0,220.0,82.0,29.05
BUROL,2019,6,1,271.1,34.5,27.4,3.0,90.0,75.0,30.95
BUROL,2020,6,0,269.5,34.1,27.5,3.0,90.0,75.0,30.8
BUROL,2021,6,0,121.5,32.8,26.8,3.0,220.0,77.0,29.8
BUROL,2022,6,3,74.0,33.8,27.2,2.0,90.0,75.0,30.5
BUROL,2023,6,0,200.4,33.2,26.7,3.0,220.0,78.0,29.950000000000003
BUROL I,2010,6,0,151.2,33.31538461538462,27.09230769230769,3.0,180.0,78.53846153846153,30.20384615384616
BUROL I,2011,6,4,744.5,32.0,26.4,3.0,140.0,83.0,29.2
BUROL I,2012,6,2,232.0,32.2,26.7,3.0,270.0,81.0,29.450000000000003
BUROL I,2013,6,0,290.9,34.1,27.1,2.0,140.0,80.0,30.6
BUROL I,2014,6,2,321.4,33.2,27.0,2.0,270.0,80.0,30.1
BUROL I,2015,6,1,166.8,34.6,27.7,3.0,110.0,77.0,31.15
BUROL I,2016,6,1,182.2,33.4,27.5,3.0,220.0,79.0,30.45
BUROL I,2017,6,0,105.1,33.6,27.7,3.0,220.0,79.0,30.65
BUROL I,2018,6,0,723.0,31.6,26.5,3.0,220.0,82.0,29.05
BUROL I,2019,6,2,271.1,34.5,27.4,3.0,90.0,75.0,30.95
BUROL I,2020,6,1,269.5,34.1,27.5,3.0,90.0,75.0,30.8
BUROL I,2021,6,0,121.5,32.8,26.8,3.0,220.0,77.0,29.8
BUROL I,2022,6,0,74.0,33.8,27.2,2.0,90.0,75.0,30.5
BUROL I,2023,6,0,200.4,33.2,26.7,3.0,220.0,78.0,29.950000000000003
BUROL II,2011,6,0,744.5,32.0,26.4,3.0,140.0,83.0,29.2
BUROL II,2012,6,1,232.0,32.2,26.7,3.0,270.0,81.0,29.450000000000003
BUROL II,2013,6,0,290.9,34.1,27.1,2.0,140.0,80.0,30.6
BUROL II,2014,6,1,321.4,33.2,27.0,2.0,270.0,80.0,30.1
BUROL II,2015,6,0,166.8,34.6,27.7,3.0,110.0,77.0,31.15
BUROL II,2016,6,0,182.2,33.4,27.5,3.0,220.0,79.0,30.45
BUROL II,2017,6,1,105.1,33.6,27.7,3.0,220.0,79.0,30.65
BUROL II,2018,6,0,723.0,31.6,26.5,3.0,220.0,82.0,29.05
BUROL II,2019,6,0,271.1,34.5,27.4,3.0,90.0,75.0,30.95
BUROL II,2020,6,0,269.5,34.1,27.5,3.0,90.0,75.0,30.8
BUROL II,2021,6,0,121.5,32.8,26.8,3.0,220.0,77.0,29.8
BUROL II,2023,6,0,200.4,33.2,26.7,3.0,220.0,78.0,29.950000000000003
BUROL III,2010,6,0,151.2,33.31538461538462,27.09230769230769,3.0,180.0,78.53846153846153,30.20384615384616
BUROL III,2011,6,0,744.5,32.0,26.4,3.0,140.0,83.0,29.2
BUROL III,2012,6,1,232.0,32.2,26.7,3.0,270.0,81.0,29.450000000000003
BUROL III,2013,6,0,290.9,34.1,27.1,2.0,140.0,80.0,30.6
BUROL III,2014,6,1,321.4,33.2,27.0,2.0,270.0,80.0,30.1
BUROL III,2015,6,0,166.8,34.6,27.7,3.0,110.0,77.0,31.15
BUROL III,2016,6,0,182.2,33.4,27.5,3.0,220.0,79.0,30.45
BUROL III,2017,6,0,105.1,33.6,27.7,3.0,220.0,79.0,30.65
BUROL III,2018,6,0,723.0,31.6,26.5,3.0,220.0,82.0,29.05
BUROL III,2019,6,2,271.1,34.5,27.4,3.0,90.0,75.0,30.95
BUROL III,2020,6,0,269.5,34.1,27.5,3.0,90.0,75.0,30.8
BUROL III,2021,6,0,121.5,32.8,26.8,3.0,220.0,77.0,29.8
BUROL III,2022,6,1,74.0,33.8,27.2,2.0,90.0,75.0,30.5
BUROL III,2023,6,1,200.4,33.2,26.7,3.0,220.0,78.0,29.950000000000003
DASMARIÑAS,2013,6,22,290.9,34.1,27.1,2.0,140.0,80.0,30.6
DATU ESMAEL (BAGO-A-INGUD),2010,6,0,151.2,33.31538461538462,27.09230769230769,3.0,180.0,78.53846153846153,30.20384615384616
DATU ESMAEL (BAGO-A-INGUD),2011,6,0,744.5,32.0,26.4,3.0,140.0,83.0,29.2
DATU ESMAEL (BAGO-A-INGUD),2012,6,0,232.0,32.2,26.7,3.0,270.0,81.0,29.450000000000003
DATU ESMAEL (BAGO-A-INGUD),2013,6,2,290.9,34.1,27.1,2.0,140.0,80.0,30.6
DATU ESMAEL (BAGO-A-INGUD),2014,6,0,321.4,33.2,27.0,2.0,270.0,80.0,30.1
DATU ESMAEL (BAGO-A-INGUD),2015,6,0,166.8,34.6,27.7,3.0,110.0,77.0,31.15
DATU ESMAEL (BAGO-A-INGUD),2016,6,2,182.2,33.4,27.5,3.0,220.0,79.0,30.45
DATU ESMAEL (BAGO-A-INGUD),2017,6,0,105.1,33.6,27.7,3.0,220.0,79.0,30.65
DATU ESMAEL (BAGO-A-INGUD),2018,6,0,723.0,31.6,26.5,3.0,220.0,82.0,29.05
DATU ESMAEL (BAGO-A-INGUD),2019,6,3,271.1,34.5,27.4,3.0,90.0,75.0,30.95
DATU ESMAEL (BAGO-A-INGUD),2020,6,0,269.5,34.1,27.5,3.0,90.0,75.0,30.8
DATU ESMAEL (BAGO-A-INGUD),2022,6,0,74.0,33.8,27.2,2.0,90.0,75.0,30.5
EMMANUEL BERGADO I,2010,6,0,151.2,33.31538461538462,27.09230769230769,3.0,180.0,78.53846153846153,30.20384615384616
EMMANUEL BERGADO I,2011,6,0,744.5,32.0,26.4,3.0,140.0,83.0,29.2
EMMANUEL BERGADO I,2012,6,1,232.0,32.2,26.7,3.0,270.0,81.0,29.450000000000003
EMMANUEL BERGADO I,2013,6,0,290.9,34.1,27.1,2.0,140.0,80.0,30.6
EMMANUEL BERGADO I,2014,6,1,321.4,33.2,27.0,2.0,270.0,80.0,30.1
EMMANUEL BERGADO I,2015,6,0,166.8,34.6,27.7,3.0,110.0,77.0,31.15
EMMANUEL BERGADO I,2016,6,0,182.2,33.4,27.5,3.0,220.0,79.0,30.45
EMMANUEL BERGADO I,2017,6,0,105.1,33.6,27.7,3.0,220.0,79.0,30.65
EMMANUEL BERGADO I,2018,6,0,723.0,31.6,26.5,3.0,220.0,82.0,29.05
EMMANUEL BERGADO I,2019,6,1,271.1,34.5,27.4,3.0,90.0,75.0,30.95
EMMANUEL BERGADO I,2020,6,0,269.5,34.1,27.5,3.0,90.0,75.0,30.8
EMMANUEL BERGADO I,2021,6,0,121.5,32.8,26.8,3.0,220.0,77.0,29.8
EMMANUEL BERGADO I,2022,6,0,74.0,33.8,27.2,2.0,90.0,75.0,30.5
EMMANUEL BERGADO I,2023,6,0,200.4,33.2,26.7,3.0,220.0,78.0,29.950000000000003
EMMANUEL BERGADO II,2010,6,0,151.2,33.31538461538462,27.09230769230769,3.0,180.0,78.53846153846153,30.20384615384616
EMMANUEL BERGADO II,2011,6,0,744.5,32.0,26.4,3.0,140.0,83.0,29.2
EMMANUEL BERGADO II,2012,6,0,232.0,32.2,26.7,3.0,270.0,81.0,29.450000000000003
